diff_observed,ci_low,ci_high,p_value,n_boot,block_len,comparison
-0.009258901055408539,-0.4728100822578053,0.517264601822811,0.4995,2000,21,dqn_mean_vs_static_2sigma
0.020882654934380705,-0.5829248413679647,0.6417168208447593,0.477,2000,21,dqn_ensemble_vs_static_2sigma
-0.14953762952280278,-0.6512409751606758,0.4258090259037148,0.686,2000,21,dqn_mean_vs_static_tuned_3.0sigma
-0.11939607353301353,-0.762489072689021,0.48594342191863726,0.639,2000,21,dqn_ensemble_vs_static_tuned_3.0sigma
